user_id,history_item_title,item_title,history_item_id,item_id,history_item_sid,item_sid
A1453,"['Kimberly-Clark Kimtech Science Kimwipes Delicate Task Disposable Wiper, 8-25/64"" Length x 4-25/64"" Width, White (Pack of 3)']","AMMEX - ABNPF48100-BX - Medical Nitrile Gloves - Disposable, Powder Free, Exam Grade, 4 mil, XLarge, Black (Box of 100)",[1626],625,['<a_210><b_12><c_17>'],<a_44><b_217><c_235>
A5679,"['Commando Grinding Wheel Dresser with Flat Diamond Coated Surface for Truing Grinding & Deburring Wheels', 'Lightobject ESSR-40DAC Solid State Relay, DC In AC Out, 40 amp']",Milwaukee Instruments MW102 PH and Temperature Meter,"[837, 2422]",1846,"['<a_193><b_7><c_242>', '<a_30><b_162><c_219>']",<a_107><b_111><c_32>
A2550,"['Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion', 'Krazy Glue KG48348MR 5G Advance Prcisn Tip, Pack of 1, Multicolor', 'Gardner Bender 07315001126 LTB-400 Liquid Electrical Tape, Easy-on, Waterproof, Indoor/Outdoor Use, 4 Oz. Jar, Black, Bottle', 'Red Devil 0325 Steel Wool, 2 Medium Course, 8 Pads', 'Pro Gaffer Gaffers Tape, 2 in x 55 yd, Black', '360-piece Solderless Electrical Terminal Assortment']",360-piece Solderless Electrical Terminal Assortment,"[84, 1233, 23, 123, 991, 1186]",1186,"['<a_104><b_186><c_66>', '<a_165><b_149><c_2>', '<a_202><b_100><c_73>', '<a_173><b_194><c_4>', '<a_202><b_25><c_167>', '<a_67><b_27><c_169>']",<a_67><b_27><c_169>
A1442,"['Gorilla 5000408  Original Gorilla Glue, Waterproof Polyurethane Glue, 4 ounce Bottle, Brown', 'Gorilla Tape, Black Duct Tape, 1.88"" x 35 yd, Black, (Pack of 1)', 'TEMO 5 Micron 5gram Diamond Polish Lapping Paste Compound Syringe Fine Polish']",TEMO 5 Micron 5gram Diamond Polish Lapping Paste Compound Syringe Fine Polish,"[257, 130, 2810]",2810,"['<a_165><b_107><c_20>', '<a_202><b_52><c_171>', '<a_52><b_211><c_122>']",<a_52><b_211><c_122>
A522,"['3M Scotch #35 Electrical Tape Value Pack (10457NA)', 'Scotch Super 33+ Vinyl Electrical Tape, 3/4 in x 66 ft', 'DuPont Teflon Non-Stick', 'DuPont Teflon Silicone Lubricant']","Gardner Bender GSW-16  Heavy-Duty Electrical Toggle Switch, DPDT, ON-(OFF)-ON, 20 A/125V AC, Screw Terminal","[711, 168, 139, 140]",869,"['<a_202><b_218><c_109>', '<a_202><b_147><c_0>', '<a_197><b_204><c_0>', '<a_173><b_201><c_145>']",<a_236><b_106><c_37>
A7536,"['StrongFinish Thermal Glass for 3D Printer Platform Printing Bed 9"" x 6"" x 0.25', '3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS']","BuildTak 3D Printing Build Surface, 6.5"" x 10"" Rectangle, Black (Pack of 3)","[3486, 2909]",3662,"['<a_223><b_137><c_184>', '<a_223><b_80><c_84>']",<a_223><b_184><c_28>
A6352,"['microtivity IL112 5mm Clear Red LED w/ Resistors (Pack of 30)', 'microtivity IL151 5mm Clear White LED w/Resistors (Pack of 30)']",microtivity IL151 5mm Clear White LED w/Resistors (Pack of 30),"[3175, 1760]",1760,"['<a_73><b_141><c_175>', '<a_73><b_141><c_0>']",<a_73><b_141><c_0>
A4000,"['National Hardware S819-841 CD8377 51 Piece Peg Board Hook Kit in Zinc', 'Lisle 52750 Stethoscope Kit']",Lisle 52750 Stethoscope Kit,"[495, 366]",366,"['<a_71><b_69><c_199>', '<a_180><b_233><c_123>']",<a_180><b_233><c_123>
A1384,"['Crown Bolt 30092 3/4 Inch Zinc-Plated SAE Flat Washers, 25-Count', 'SE 612FS 12"" Stainless Steel Self-Locking Straight Forceps', 'Loctite Epoxy Five Minute Instant Mix, Two 0.47-Fluid Ounce Syringes (1715208)']",Install Bay CC1210 Crimp Cap Nylon Connector 12/10 Gauge (100-Pack),"[401, 310, 2276]",1561,"['<a_224><b_209><c_242>', '<a_42><b_225><c_133>', '<a_165><b_240><c_33>']",<a_67><b_133><c_0>
A641,"['3M Utility Duct Tape 2929 Silver, 1.88 in x 50 yd 5.8 mils (Pack of 1)', 'Red Devil 0325 Steel Wool, 2 Medium Course, 8 Pads', 'Gorilla Tape, Black Duct Tape, 1.88"" x 35 yd, Black, (Pack of 1)']","Shoreline Marine GOOP, 3.7-Ounce, Clear","[467, 123, 130]",213,"['<a_202><b_160><c_184>', '<a_173><b_194><c_4>', '<a_202><b_52><c_171>']",<a_122><b_156><c_152>
A6031,"['Dry-Packs 3gm Cotton Silica Gel Packet, Pack of 50', '3M Vetbond Tissue Adhesive, 3ml Bottles w/MSDS']","Pac-Kit by First Aid Only 13-125 First Aid/Burn Cream, 0.9 gm Packet (Box of 25)","[2798, 192]",2785,"['<a_150><b_61><c_10>', '<a_99><b_241><c_165>']",<a_44><b_227><c_40>
A6444,['SainSmart 8-Channel Relay Module'],"XYZprinting Da Vinci 1.0 3D Printer, Grey",[1728],2749,['<a_30><b_46><c_174>'],<a_158><b_66><c_101>
A4436,['ITW Brands 25350#50 Plastic Dry Anchor'],"Amprobe IR-712 Infrared Thermometer - 0F to 1022F, 12:1",[722],2700,['<a_224><b_196><c_234>'],<a_107><b_185><c_32>
A3251,"['Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion', 'SainSmart PETG-1KG1.75 PETG 3D Printers Filament, 1 kg/2.2 lb.', 'HICTOP 5PCS 0.4mm 3D Printer Extruder Nozzle Print Head for MK8 Makerbot RepRap Prusa', '4"" x 36 yds - 1 Mil Kapton Tape Polyimide Tape', 'Sprite Science 12 pcs LM8UU Linear Bearings for 3D Printer 8mm x 15mm x 24mm', 'eSUN 1.75mm White ABS+ 3D Printer filament 1kg Spool (2.2lbs), White', 'uxcell 10 Pcs 5mm Male Thread 4mm Push In Joint Pneumatic Connector Quick Fittings', 'SCStyle 5 Meters GT2 2mm Pitch 6mm Wide Timing Belt for 3D Printer CNC']",NinjaFlex TPU 3D Printing Filament - 1.75mm .50kg - SAPPHIRE,"[84, 3098, 3476, 3491, 2966, 3414, 2662, 3470]",2714,"['<a_104><b_186><c_66>', '<a_223><b_126><c_13>', '<a_91><b_193><c_161>', '<a_79><b_40><c_96>', '<a_251><b_128><c_154>', '<a_223><b_232><c_186>', '<a_108><b_61><c_177>', '<a_23><b_192><c_221>']",<a_223><b_242><c_216>
A6201,"['Bissell 9595A CleanView Bagless Vacuum with OnePass', 'Iliving Commercial Fiberglass Fire-Resistant Trash Can, 7 Quart or 1.75 gal, Rectangular, Beige', 'KIM41455 - WypAll X70 WorkHorse Manufactured Rags in a Pop Up Box', 'Brawny Dine-A-Cloth 29651 FLAX 700 Medium Duty Back-of-House Foodservice Wipers, 1/4 Fold (Pack of 150)']","Kimtech 33330 W4 Critical Task Wipers, Flat Double Bag, 12x12, White, 100 per Pack (Case of 5 Packs)","[570, 2197, 185, 2315]",2189,"['<a_24><b_132><c_34>', '<a_210><b_201><c_44>', '<a_210><b_7><c_61>', '<a_210><b_28><c_241>']",<a_210><b_12><c_158>
A3138,"['KR Tools 72018 Pro Series 6-Inch Digital Caliper', 'Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion', 'Fluke 1AC-A1-II VoltAlert Non-Contact Voltage Tester', 'DEWALT DCT418S1 12-Volt Li-Ion Hand Held Radar Scanner Kit', 'Bosch Bare-Tool MXH180BL 18-Volt Brushless Oscillating Tool Kit with L-Boxx-2 and Exact-Fit Insert Tray', 'Fluke VT04 Infrared Imager with Soft Carrying Case']",4th Generation Dr Mom LED POCKET Otoscope and both Adult and Pediatric Disposable Specula Tips and Cardboard Case.,"[309, 84, 206, 2493, 3054, 1070]",1188,"['<a_104><b_254><c_50>', '<a_104><b_186><c_66>', '<a_36><b_4><c_7>', '<a_197><b_118><c_51>', '<a_193><b_250><c_99>', '<a_107><b_238><c_68>']",<a_180><b_112><c_241>
A2720,"['Loos Cableware AN100-C4 Stainless Steel Thimble for 3/32"" and 1/8"" Diameter Wire Rope (10 Piece)', 'Stanley Swkbn625S Brad Nails, 5/8-Inch, 1000-Pack', 'Stanley TRA700BN Heavy-Duty Staple & Brad Assortment, 2500-Pack', 'ARROW 160376 1-1/4"" Cup Hooks (Pack of 18), Rubbed Bronze', 'ARROW 160375 1-1/4"" Vinyl Coated Cup Hooks (Pack of 36)']",Anytime Tools 48 pc HEAT SHRINK TUBING WRAP SLEEVES ASSORTED SIZES,"[809, 3270, 331, 731, 1981]",399,"['<a_67><b_108><c_20>', '<a_42><b_229><c_195>', '<a_42><b_112><c_143>', '<a_71><b_174><c_31>', '<a_71><b_174><c_9>']",<a_228><b_187><c_137>
A2946,"['Carson Multi-Power LED Lighted Pocket Magnifiers for Reading, Inspection, Low Vision, Crafts, Hobby and Tasks (PM-33, PM-33MU)', 'Hy-Ko Plastic Sign White 9"" X 12"" Protected By Video Surveillance Polystyrene', 'Norton Hand Scratch Brush for Stainless Steel with Plastic Handle, Stainless Steel Bristles (1 Brush)', 'RADEX RD1503+ w/o dosimeter: High accuracy Geiger counter, radiation detector (English)', 'Gorilla Tape, Black Duct Tape, 1.88"" x 35 yd, Black, (Pack of 1)', 'Gorilla Crystal Clear Duct Tape, 1.88&rdquo; x 9 yd, Clear, (Pack of 1)']","Litmus pH Test Strips, Universal Application (pH 1-14), 2 Packs of 100 Strips","[483, 1972, 2369, 186, 130, 175]",560,"['<a_180><b_175><c_30>', '<a_158><b_68><c_148>', '<a_24><b_115><c_10>', '<a_153><b_62><c_50>', '<a_202><b_52><c_171>', '<a_202><b_52><c_97>']",<a_94><b_166><c_155>
A6753,"['SCIGRIP 4 10308 Acrylic Solvent Cement, Water-thin, 1/4 Pint Can with Screw-on Cap, Clear', 'Kerick Valve MA052 PVC Mini Float Valve, Tank Mount, Adjustable Arm, 1.5 gpm at 60 psi, 1/2"" NPT Male']",DTOL 10 X Mini Laser Dot Diode Module Head WL Red 650nm 6mm 5V 5mW Pack of 10,"[3568, 1314]",1824,"['<a_165><b_219><c_7>', '<a_108><b_93><c_55>']",<a_73><b_110><c_3>
A738,"['AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'Pro Series 1400750340 6"" Caster']","Arrow Fastener 609 Wide Crown Swingline Style Heavy Duty 9/16-Inch Staples, 1000-Pack","[182, 801]",546,"['<a_107><b_93><c_0>', '<a_52><b_55><c_53>']",<a_42><b_46><c_174>
A4069,"['Carrera Precision CP9806-TF Titanium 0-Inch to 6-Inch Electronic Fractional & Decimal Digital Caliper', 'SainSmart L293D Motor Drive Shield For Arduino Duemilanove Mega UNO R3 AVR ATMEL', 'Flashforge Dreamer 3d Printer, Dual Extruder, Fully Enclosed Chamber, W/2 Free Spools', 'MLCS 9080 Billy Pedal Foot Switch, Deadman Style', 'MG Chemicals 824-1L 99.9% Isopropyl Alcohol Liquid Cleaner, Clear , 945 mL (1 US Quart)']",uxcell Mandrel Mounted White Conical Felt Point Polishing Tool,"[360, 2767, 3583, 68, 733]",1042,"['<a_104><b_190><c_82>', '<a_30><b_108><c_233>', '<a_91><b_180><c_94>', '<a_236><b_116><c_203>', '<a_206><b_216><c_123>']",<a_193><b_64><c_16>
A503,"['30 Bearing 608ZZ 8x22x7 Shielded Greased Miniature Ball Bearings', 'Stanley TRA704SST 1/4-Inch Heavy Duty Stainless Steel Narrow Crown Staples, 1,000-Count', 'Uxcell a11102000ux0369 2N3904 Through Hole Three Terminal NPN Transistors, 20 Piece', 'uxcell 5 Pcs 5cm x 7cm Double Sided Prototype Universal PCB Circuit Board', 'Scotch Super 33+ Vinyl Electrical Tape, 3/4 in x 66 ft', 'E-Projects EPC-103 16 Value Resistor Kit, 10 Ohm - 1M Ohm (Pack of 400)']","STMicroelectronics L7805CV 5V 1.5A Positive Voltage Regulator, 5 Pieces","[1597, 1598, 1599, 1600, 168, 1601]",1602,"['<a_251><b_44><c_109>', '<a_42><b_85><c_143>', '<a_236><b_191><c_217>', '<a_73><b_83><c_92>', '<a_202><b_147><c_0>', '<a_73><b_56><c_30>']",<a_30><b_229><c_164>
A443,"['Nilight GA0005 Holder TAP Adapter Mini ATM APM Blade Fuse Holder-10 Pack', '3M 88 Electrical Tape, .75-Inch by 66-Foot by .0085-Inch', 'Scotch Super 33+ Vinyl Electrical Tape, 3/4 in x 66 ft', 'American Terminal E-FMR250N-100 22/18-Gauge Economy Nylon Fully-Insulated Male Quick Disconnects', 'American Terminal E-FMR250N-100 22/18-Gauge Economy Nylon Fully-Insulated Male Quick Disconnects', 'Blue Insultion Displacement Connector 16-14 GA - 100 Pack']",SOLOOP 100pcs Red Assorted Insulated Female&Male Bullet Butt Connector wire Crimp Terminals,"[368, 221, 168, 1452, 1452, 1453]",1454,"['<a_23><b_245><c_211>', '<a_202><b_218><c_58>', '<a_202><b_147><c_0>', '<a_67><b_56><c_9>', '<a_67><b_56><c_9>', '<a_67><b_208><c_207>']",<a_67><b_13><c_174>
A7316,['Signstek 3D Printer MK2 MK3 Heated Bed Tempered Borosilicate Glass Plate 213x200x3mm'],3D printer Filament 1.75 ABS Red 1kg 2.2lb 100% USA,[2151],2716,['<a_91><b_115><c_103>'],<a_223><b_78><c_41>
A1533,"['CLR Pro CL-4Pro Calcium, Lime and Rust Remover, 1 Gallon Bottle', 'FiberFix 1"" Repair Tape Wrap - Fix Anything with Permanent Waterproof Repair Tape 100X Stronger than Duct Tape']","ARM & HAMMER Spinbrush Pro Series Ultra White Toothbrush, Medium 1 ea","[2070, 1568]",984,"['<a_66><b_16><c_196>', '<a_122><b_126><c_5>']",<a_24><b_227><c_38>
A2665,"['Anderson Metals 57001-0402 Brass Hose Fitting, Adapter, 1/4"" Barb x 1/8"" NPT Male Pipe']",Power Wheels plunger type foot switch.,[800],2016,['<a_108><b_88><c_113>'],<a_197><b_47><c_139>
A1049,"[""Grizzly G9849 Magnetic Base/Dial Indicator Combo - President's Special"", 'BCW 1-T-QTR New Coin Tubes - Quarter', '3/8"" 4Fl SE Carbide End Mill', 'Nubee Temperature Gun Non-contact Infrared Thermometer MAX Display & EMS Adjustable']","LAB SCOOP Stainless steel, 6"" long 3pk","[118, 1838, 2408, 591]",2409,"['<a_104><b_118><c_176>', '<a_14><b_39><c_57>', '<a_193><b_140><c_155>', '<a_107><b_42><c_214>']",<a_229><b_245><c_222>
A5406,"['American Terminal E-FFB250N-100 16/14-Gauge Economy Nylon Fully-Insulated Female Quick Disconnects', 'American Terminal E-FMB250N-100 16/14-Gauge Economy Nylon Fully-Insulated Male Quick Disconnects']",American Terminal E-FFY250N-100 12/10-Gauge Economy Nylon Fully-Insulated Female Quick Disconnects,"[417, 418]",1377,"['<a_67><b_56><c_2>', '<a_67><b_56><c_0>']",<a_67><b_56><c_31>
A125,"['Rubbermaid Commercial Products FG263100GRAY Rubbermaid Commercial Round Brute Container Lid, Gray, 32G', 'Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)']","Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)","[526, 119]",119,"['<a_210><b_156><c_215>', '<a_210><b_156><c_39>']",<a_210><b_156><c_39>
A4695,"['Big Gator Tools V-Tap Guide, Standard sizes 0-80 to 5/8', 'Big Gator Tools V-Tap Guide, Standard sizes 0-80 to 5/8']","Yost MU360 Universal Jaw Cover, 6","[1359, 1359]",793,"['<a_224><b_75><c_97>', '<a_224><b_75><c_97>']",<a_193><b_60><c_154>
A4476,"['SE 70778696 Alligator Forceps, 6.5', 'TEMCo 3/8"" Marine Heat Shrink Tube 3:1 Adhesive Glue Lined 4 ft BLACK', 'TEMCo 1/2"" Marine Heat Shrink Tube 3:1 Adhesive Glue Lined 4 ft RED', 'TEMCo 1"" Marine Heat Shrink Tube 3:1 Adhesive Glue Lined 4 ft BLACK']","TEMCo 3/4"" Marine Heat Shrink Tube 3:1 Adhesive Glue Lined 4 ft BLACK","[3321, 3232, 2103, 2313]",3312,"['<a_42><b_154><c_206>', '<a_228><b_198><c_1>', '<a_228><b_72><c_189>', '<a_228><b_198><c_0>']",<a_228><b_198><c_25>
A6091,"['Solar Eclipse SE001CAM Wall and Pipe Inspection Camera with 2.4"" Color LCD Monitor', 'Magnolia Brush 233 Low Cost Single Thickness Paint or Chip Brush, 1-1/2"" Trim, 2"" Width, White (Case of 24)']","Cal Hawk Tools CZCW45B Metal Cut-Off Wheel (50 Pack), 4-1/2","[262, 1047]",239,"['<a_180><b_235><c_65>', '<a_24><b_57><c_95>']",<a_193><b_226><c_166>
A7133,"['SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm', 'Gizmo Dorks 1.75mm HIPS Filament 1kg / 2.2lb for 3D Printers, White', 'SainSmart Wood-DarkBrown-1KG1.75 1.75 mm Wood 3D Printers Filament -1 kg/2.2 lb. (Dark Brown)']","HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Glow in the Dark","[2544, 2894, 3201]",1107,"['<a_223><b_86><c_176>', '<a_223><b_159><c_168>', '<a_223><b_85><c_7>']",<a_223><b_198><c_230>
A3525,"['Gardner Bender 07315001126 LTB-400 Liquid Electrical Tape, Easy-on, Waterproof, Indoor/Outdoor Use, 4 Oz. Jar, Black, Bottle', 'SummitLink Pack of 328 Pcs Assorted Heat Shrink Tube 5 Colors 8 Sizes Tubing Wrap Sleeve Set Combo', 'Chemical Guys AIR_102_04 Premium Air Freshener and Odor Eliminator with Leather Scent (4 oz)', 'NinjaFlex TPU 3D Printing Filament - 1.75mm .50kg - SAPPHIRE']",Signswise 5pcs Reprap 24V 40W Ceramic Cartridge Heater for 3D Printer Prusa Mendel,"[23, 392, 1679, 2714]",2735,"['<a_202><b_100><c_73>', '<a_228><b_45><c_18>', '<a_173><b_112><c_33>', '<a_223><b_242><c_216>']",<a_91><b_242><c_223>
A3570,"['Brew Tapper Triple Scale Hydrometer for Beer, Wine, Mead & Kombucha - Specific Gravity ABV Tester', 'Brew Hauler FE338  Nylon carboy carrier', 'ATP Vinyl-Flex PVC Food Grade Plastic Tubing, Clear, 1/4"" ID x 3/8"" OD, 100 feet Length', 'Glass Graduated Cylinder 3 Piece Kit 10ml, 50ml & 100ml - With Bonus 25 pc Pipette Set']","Inkbird Pre-Wired Dual Stage Digital Temperature Controller Outlet Thermostat 110V, 1100W Heating and Cooling for Fermentation Kegerator Heating Mat ect","[2532, 2970, 1161, 2769]",2608,"['<a_94><b_254><c_11>', '<a_150><b_28><c_225>', '<a_228><b_40><c_29>', '<a_94><b_75><c_38>']",<a_107><b_35><c_187>
A204,"['Extech 480172 AC Line Splitter', 'Hosa GFT-450BK BULK 3"" x 180\' Gaffer Tape, Black']","Hosa GFT-450BK BULK 3"" x 180' Gaffer Tape, Black","[782, 463]",463,"['<a_36><b_236><c_163>', '<a_233><b_25><c_236>']",<a_233><b_25><c_236>
A1345,"['HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red', 'HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03mm, 1 kg Spool, 1.75 mm, Transparent Black', 'HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White', '3D printer Filament 1.75 ABS Red 1kg 2.2lb 100% USA', 'HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black', 'SainSmart PLA-151 PLA Filament (Red)', 'Inland 1.75mm Pink PLA 3D Printer Filament - 1kg Spool (2.2 lbs)', 'eSUN 3D 1.75mm PETG Green Filament 1kg (2.2lb), PETG 3D Printer Filament, Semi-Transparent 1.75mm Green', 'NinjaFlex TPU 3D Printing Filament - 1.75mm .50kg - SAPPHIRE', 'MeltInk3D Silver PLA 3D Printer Filament &Oslash; 1.75mm, 1Kg (2.2 Lb), MADE in U.S.A, Dimensional Accuracy: &plusmn; 0.05mm']","HATCHBOX 3D ABS-1KG1.75-BLU ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Blue","[1850, 2715, 444, 2716, 2472, 2717, 2718, 2158, 2714, 2719]",2419,"['<a_223><b_198><c_182>', '<a_223><b_198><c_39>', '<a_223><b_198><c_114>', '<a_223><b_78><c_41>', '<a_223><b_198><c_6>', '<a_223><b_66><c_158>', '<a_158><b_72><c_220>', '<a_223><b_126><c_115>', '<a_223><b_242><c_216>', '<a_158><b_206><c_223>']",<a_223><b_198><c_3>
A2164,"['Monoprice Hook & Loop Fastening Tape 5 yard/roll, 0.75-inch - Blue (105830)', 'Monoprice Hook & Loop Fastening Tape 5 yard/roll, 0.75-inch - Blue (105830)', 'Monoprice Hook & Loop Fastening Tape 5 yard/roll, 0.75-inch - Blue (105830)', 'Crawford Rafter Hook RH26-25 (25 Per Package)', 'Intertape Polymer Group 9970 Indoor Carpet Tape 1.88-Inches x 36-Yards', 'DuPont Teflon Non-Stick', 'DuPont Teflon Non-Stick', 'Cast Acrylic Sheet, Clear, 12"" x 12"" x 0.118"" Size', 'DuPont Teflon Non-Stick', 'BYKES Neodymium Super Strong Extremely Powerful Rare Earth Refrigerator Magnets 1/2"" X 1/16"" N42 - Set of 80']","Camco 4ft TastePURE Drinking Water Hose - Lead and BPA Free, Reinforced for Maximum Kink Resistance,  1/2""Inner Diameter (22763)","[151, 151, 151, 1306, 436, 774, 774, 881, 774, 2110]",152,"['<a_68><b_98><c_239>', '<a_68><b_98><c_239>', '<a_68><b_98><c_239>', '<a_87><b_169><c_77>', '<a_202><b_175><c_175>', '<a_197><b_204><c_0>', '<a_197><b_204><c_0>', '<a_79><b_194><c_92>', '<a_197><b_204><c_0>', '<a_251><b_211><c_9>']",<a_228><b_113><c_68>
A3880,"['Rectorseal 74026 3-Ounce C-Flux', 'Function Generator DIY KIT by JYE Tech FG085', 'Vktech DS18b20 Waterproof Temperature Sensors Temperature Transmitter (5pcs)', 'Docooler 1 ohm - 10M ohm 1/4W Metal Film Resistors Assortment Kit Set 64 Values Total 1280pcs', 'Addicore 74HC595 8-bit Shift Register w/ 3-State Output Registers (5pcs)']","Huhushop(TM) white 0.96"" I2C IIC SPI Serial 128X64 OLED LCD LED Display Module For Arduino","[738, 3415, 1648, 1646, 2848]",3507,"['<a_79><b_32><c_224>', '<a_30><b_149><c_83>', '<a_211><b_97><c_93>', '<a_17><b_255><c_187>', '<a_30><b_140><c_89>']",<a_158><b_212><c_208>
A3655,"['6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 2-1/4"" Diameter, 12"" Length', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1/4"" Diameter, 60"" Length', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 0.5"" Diameter, 96"" Length', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1-5/8"" Diameter, 24"" Length']","6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 2"" Diameter, 12"" Length","[1153, 1154, 1155, 1156]",1157,"['<a_251><b_198><c_140>', '<a_251><b_198><c_114>', '<a_251><b_198><c_9>', '<a_251><b_198><c_132>']",<a_251><b_198><c_238>
A1062,['Hornady 9991 One Shot Spray Case Lube with DynaGlide Plus (5 fl Oz Aerosol)'],Pac-Kit by First Aid Only 12-080 BZK First Aid Antiseptic Towelette (Box of 25),[889],2427,['<a_173><b_25><c_194>'],<a_44><b_197><c_182>
A3236,"['Understring Radius Gauges. Set of 9, for bridge saddle adjustments', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'Marrywindix 6pcs ESD Precision Anti-Static Tweezers, Tweezers Stainless Steel Tweezers with a Bag for Electronics Jewelry-Making Repairing']",Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion,"[3149, 182, 145]",84,"['<a_104><b_242><c_215>', '<a_107><b_93><c_0>', '<a_17><b_14><c_32>']",<a_104><b_186><c_66>
A852,"['AMMEX - AINPF46100 - Medical Nitrile Gloves - Disposable, Powder Free, Exam Grade, 3 mil, Large, Indigo (Case of 1000)', 'Gems Sensors A2012-S150 Solenoid Valve, 24 V, 60 Hz AC, 125 PSI', 'Kimtech Industrial Cleaning Wipes, Disposable, Low Lint Quarterfold Wipes (33560), 8 Packs / Case, 66 Sheets / Pack', 'Amprobe PRM-6 Phase Sequence and Motor Rotation Tester', 'GREAT STUFF Gaps & Cracks 20 oz Insulating Foam Sealant', 'iRobot Roomba 860 Robot Vacuum', 'Rubbermaid Commercial FG264600BLA Tandem Brute Trash Dolly', '3M(TM) Cubitron(TM) II Flap Disc 967A, T29 Giant (Multiple Sizes and Grit Types)', 'Jonard Tools Mid Span Slitter (1.2mm-3.3mm)', 'Rubbermaid Commercial Products 1955228 Microburst 3000 CST Dispenser with LumeCel Technology, Black']","Rubbermaid Commercial Maximizer Mop Head, Blend, Medium, Blue (1924783)","[303, 1086, 2148, 1371, 561, 2179, 1370, 983, 2180, 2181]",2164,"['<a_44><b_217><c_50>', '<a_236><b_21><c_16>', '<a_210><b_59><c_218>', '<a_36><b_185><c_195>', '<a_244><b_55><c_46>', '<a_24><b_91><c_20>', '<a_210><b_229><c_97>', '<a_193><b_104><c_195>', '<a_159><b_169><c_154>', '<a_109><b_156><c_89>']",<a_24><b_127><c_233>
A2884,"['Fluke 62 MAX Infrared Thermometer, AA Battery, -20 to +932 Degree F Range with a NIST-Traceable Calibration Certificate with Data', 'GCA 5.5mm Diameter USB Waterproof 6 Led Endoscope Borescope Inspection Wire']",Z&T Solderless Flexible Breadboard Jumper Wires M/M 100pcs,"[1853, 673]",285,"['<a_107><b_73><c_114>', '<a_180><b_185><c_154>']",<a_73><b_8><c_168>
